name,boro,zipcode,score,latitude,longitude,nta,review_count,transactions,price,community_by_nta,median_income_by_com,pop_by_nta,distance,cuisine_type,above_avg
pollo d' oro,Brooklyn,11201.0,9.0,40.69497081,-73.98327090000002,BK38,261,"['pickup', 'delivery']",2,K02,111546.0,34495.0,1466.802763584188,s_european,0
limani,Manhattan,10020.0,9.0,40.75877457,-73.97703538,MN17,444,"['delivery', 'pickup']",3,M05,120248.0,28630.0,6156.051468233542,s_european,0
marta,Manhattan,10016.0,10.0,40.74448116,-73.98489324,MN17,889,[],3,M05,120248.0,28630.0,4444.4428187583135,italian_pizza,0
balvanera,Manhattan,10002.0,7.0,40.72053041,-73.98544344,MN27,242,"['pickup', 'delivery']",3,M03,41302.0,47844.0,1847.2049851749082,s_european,1
plowshares coffee,Manhattan,10025.0,10.0,40.80018801,-73.9680599,MN12,29,[],2,M07,136735.0,132378.0,12470.939020574662,bakery_deli_cafe,1
the wild son,Manhattan,10014.0,13.0,40.74052663,-74.00850922,MN23,494,"['delivery', 'pickup']",2,M02,162092.0,66880.0,2560.900797257537,s_european,1
sweatshop,Brooklyn,11211.0,12.0,40.71511713,-73.95989426,BK73,356,"['delivery', 'pickup']",2,K01,98284.0,45774.0,3094.7757917745057,bakery_deli_cafe,1
evergreen on 38,Manhattan,10016.0,13.0,40.75063449,-73.98199004,MN20,268,"['delivery', 'pickup']",2,M06,154501.0,50742.0,5107.239602624828,e_asian,0
reunion,Brooklyn,11211.0,7.0,40.71731526,-73.95167167,BK73,445,"['delivery', 'pickup']",2,K01,98284.0,45774.0,3807.329952370319,bakery_deli_cafe,0
wing hing seafood restaurant,Brooklyn,11229.0,13.0,40.59848586,-73.95956848,BK25,52,[],2,K15,75127.0,44316.0,12224.066442960271,e_asian,0
green apple gourmet,Manhattan,10019.0,9.0,40.76121587,-73.98420718,MN17,96,"['pickup', 'delivery']",2,M05,120248.0,28630.0,6266.576652216347,bakery_deli_cafe,0
esme,Brooklyn,11222.0,7.0,40.73321970000001,-73.95477041,BK76,343,"['delivery', 'pickup']",2,K01,98284.0,34719.0,4528.971121087039,american,1
pacific moon,Queens,11377.0,9.0,40.75143724,-73.90264034,QN63,87,"['delivery', 'pickup']",1,Q02,80913.0,45099.0,9240.275832995041,e_asian,0
ming star chinese restaurant,Queens,11372.0,13.0,40.75625336,-73.87861553,QN28,14,"['pickup', 'delivery']",2,Q03,67201.0,108152.0,11286.159122373081,e_asian,0
moon palace kitchen,Queens,11378.0,10.0,40.72224344,-73.90208428,QN30,24,"['pickup', 'delivery']",3,Q05,72781.0,30516.0,8014.9136080364615,e_asian,0
little park,Manhattan,10007.0,9.0,40.71519786,-74.00947634,MN24,368,[],3,M02,162092.0,42742.0,1656.1658779147974,american,0
simit sarayi,Manhattan,10016.0,13.0,40.75136466,-73.98241212,MN20,342,"['delivery', 'pickup']",2,M06,154501.0,50742.0,5193.15622069226,african_middle_eastern,0
studio 54 theatre,Manhattan,10019.0,2.0,40.76433103,-73.98321732,MN17,145,[],3,M05,120248.0,28630.0,6610.005434116445,american,0
butter lane,Manhattan,10009.0,12.0,40.72640681,-73.98437421,MN22,1232,"['delivery', 'pickup']",1,M03,41302.0,44136.0,2491.864637411364,bakery_deli_cafe,0
cheese grille,Manhattan,10002.0,10.0,40.72212002,-73.98894252,MN27,573,"['pickup', 'delivery']",2,M03,41302.0,47844.0,1891.3293434208279,bakery_deli_cafe,0
the polo bar,Manhattan,10022.0,9.0,40.76156823,-73.97466999,MN17,422,[],3,M05,120248.0,28630.0,6462.080563331037,american,0
arepas grill,Queens,11106.0,12.0,40.76510503,-73.9314714,QN70,279,"['pickup', 'delivery']",2,Q01,79180.0,78793.0,8530.0130583559,latin_caribbean,0
astoria pizza factory,Queens,11105.0,9.0,40.7784094,-73.9019436,QN72,161,"['delivery', 'pickup']",1,Q01,79180.0,47534.0,11217.983524051704,italian_pizza,1
19 cafe,Brooklyn,11206.0,13.0,40.70523233,-73.94459321,BK90,108,['pickup'],1,K01,98284.0,34158.0,4207.729867385229,bakery_deli_cafe,1
midwood flats,Brooklyn,11225.0,13.0,40.65957136,-73.96055492,BK60,269,"['delivery', 'pickup']",2,K09,66701.0,67459.0,5840.516199955178,american,0
bean square,Queens,11361.0,12.0,40.75946843,-73.77266139,QN46,406,"['pickup', 'delivery']",2,Q11,92682.0,43808.0,19641.128381934064,bakery_deli_cafe,0
red pipe cafe,Queens,11375.0,9.0,40.7195623,-73.84320981,QN17,445,"['delivery', 'pickup']",2,Q06,89160.0,83728.0,12865.006560032536,bakery_deli_cafe,0
adoro lei,Manhattan,10013.0,4.0,40.72543872,-74.0076378,MN24,301,"['delivery', 'pickup']",2,M02,162092.0,42742.0,2519.3150013593554,italian_pizza,1
bonmi,Manhattan,10023.0,12.0,40.7716872,-73.98485456,MN14,176,"['pickup', 'delivery']",2,M07,136735.0,61489.0,7389.873065456751,bakery_deli_cafe,0
champs diner,Brooklyn,11206.0,13.0,40.70830461,-73.94087553,BK78,1557,"['delivery', 'pickup']",2,K04,66275.0,72101.0,4522.93004221984,american,0
incredibowl,Queens,11354.0,12.0,40.758502,-73.83324181,QN22,109,"['delivery', 'pickup']",2,Q07,54933.0,72008.0,14819.815312852983,e_asian,0
joy burger bar,Manhattan,10029.0,12.0,40.78851318,-73.94898356,MN33,577,"['delivery', 'pickup']",2,M11,32408.0,57902.0,9995.841296890601,american,0
ten ren's tea time,Manhattan,10013.0,13.0,40.71627144,-73.99810615,MN27,643,[],1,M03,41302.0,47844.0,1261.4503129961038,bakery_deli_cafe,0
icook buffet,Queens,11355.0,11.0,40.75780874,-73.8302945,QN22,273,[],2,Q07,54933.0,72008.0,14924.776964794844,e_asian,0
6b,Manhattan,10165.0,9.0,40.75252506,-73.97866174,MN20,77,"['delivery', 'pickup']",2,M06,154501.0,50742.0,5361.703121140006,american,0
frisson espresso,Manhattan,10036.0,12.0,40.76079368,-73.98843071,MN15,710,"['delivery', 'pickup']",1,M05,120248.0,45884.0,6175.501855783009,bakery_deli_cafe,1
frisson espresso,Manhattan,10003.0,13.0,40.73039827,-73.98928391,MN22,710,"['delivery', 'pickup']",1,M03,41302.0,44136.0,6175.501855783009,bakery_deli_cafe,1
peter pan donut & pastry shop,Brooklyn,11222.0,10.0,40.72613989,-73.95215591,BK76,1345,[],1,K01,98284.0,34719.0,4217.718983924478,bakery_deli_cafe,1
mario's,Staten Island,10304.0,10.0,40.589771999999996,-74.101188,SI24,11,"['delivery', 'pickup']",1,S02,82089.0,30714.0,23517.84039121499,american,1
chote nawab,Manhattan,10016.0,11.0,40.74254027,-73.98251551,MN21,528,"['pickup', 'restaurant_reservation', 'delivery']",2,M06,154501.0,27988.0,4239.154521915943,s_asian,0
jujube tree,Queens,11103.0,12.0,40.76531857,-73.9180636,QN70,383,"['delivery', 'pickup']",2,Q01,79180.0,78793.0,9226.269280197226,american,1
lilia,Brooklyn,11211.0,11.0,40.71748017,-73.95219462,BK73,825,[],3,K01,98284.0,45774.0,3776.478958405871,italian_pizza,0
livingston manor,Brooklyn,11201.0,10.0,40.68929773,-73.98597313,BK38,122,[],2,K02,111546.0,34495.0,1916.9230475163283,american,0
tryon public house,Manhattan,10040.0,13.0,40.86509397,-73.92804899,MN35,386,"['delivery', 'pickup']",2,M12,53507.0,67136.0,18600.997587573136,american,0
cafe r,Manhattan,10001.0,46.0,40.7488129,-73.98947222,MN17,278,"['delivery', 'pickup']",1,M05,120248.0,28630.0,4823.126741198138,american,0
june,Brooklyn,11201.0,9.0,40.68615567,-73.99405419,BK38,184,"['delivery', 'pickup']",2,K02,111546.0,34495.0,2153.3072067281314,american,0
han wong restaurant,Brooklyn,11214.0,12.0,40.60507498,-73.99777799,BK28,41,[],1,K11,57139.0,88727.0,11160.216233510342,e_asian,0
the handpulled noodle,Manhattan,10031.0,12.0,40.82843277,-73.9489709,MN04,746,"['pickup', 'delivery']",2,M09,68370.0,48520.0,14199.790674065825,e_asian,0
burger time,Bronx,10461.0,11.0,40.84929042,-73.85358396,BX37,129,"['delivery', 'pickup']",2,B11,58204.0,29250.0,19892.942999104354,american,0
12 chairs cafe,Brooklyn,11249.0,12.0,40.71451496,-73.96504938,BK73,271,"['delivery', 'pickup']",2,K01,98284.0,45774.0,2649.438125595309,african_middle_eastern,0
pilar cuban eatery,Brooklyn,11216.0,12.0,40.68793392,-73.95522313,BK75,325,"['delivery', 'pickup']",2,K03,61186.0,70713.0,3827.3424224998585,latin_caribbean,0
la contenta,Manhattan,10002.0,7.0,40.71881239,-73.98712490000003,MN28,757,"['pickup', 'delivery']",2,M03,41302.0,72957.0,1605.0692537545654,latin_caribbean,1
song e napule,Manhattan,10012.0,0.0,40.72792572,-74.00192305,MN23,492,"['delivery', 'pickup']",2,M02,162092.0,66880.0,2607.168270554507,italian_pizza,1
rockaway roasters,Queens,11693.0,12.0,40.58636905,-73.81566096,QN12,114,[],2,Q14,55034.0,36885.0,20048.588436917616,american,0
maite,Brooklyn,11221.0,13.0,40.69903564,-73.92681518,BK78,188,[],2,K04,66275.0,72101.0,5731.450254368031,s_european,0
thai holic,Brooklyn,11205.0,9.0,40.69317337,-73.97132799,BK68,441,"['pickup', 'delivery']",2,K02,111546.0,26079.0,2383.5456137420542,se_asian,1
playa betty's,Manhattan,10023.0,13.0,40.78069751,-73.98011507,MN12,782,"['delivery', 'pickup']",2,M07,136735.0,132378.0,8469.5253209526,american,0
bedouin tent,Brooklyn,11217.0,9.0,40.68675861,-73.98438354,BK38,607,"['delivery', 'pickup']",2,K02,111546.0,34495.0,2216.6360117254826,african_middle_eastern,0
father knows best,Brooklyn,11207.0,13.0,40.69011182,-73.90709701,BK77,320,"['pickup', 'delivery']",2,K04,66275.0,57138.0,7554.4993543885585,american,0
mi garba,Manhattan,10003.0,7.0,40.73325563,-73.9899149,MN22,152,"['delivery', 'pickup']",2,M03,41302.0,44136.0,3117.215569641917,italian_pizza,0
crompton ale house,Manhattan,10001.0,11.0,40.74548652,-73.99303115,MN17,197,"['delivery', 'pickup']",2,M05,120248.0,28630.0,4494.63875026182,american,0
torishin,Manhattan,10019.0,9.0,40.76486393,-73.98642646,MN15,298,"['delivery', 'pickup']",4,M05,120248.0,45884.0,6648.0410718549365,e_asian,0
mia's bakery,Brooklyn,11201.0,8.0,40.68706667,-73.99021758,BK38,739,"['delivery', 'pickup']",1,K02,111546.0,34495.0,2081.025885948994,bakery_deli_cafe,1
bar bolinas,Brooklyn,11205.0,7.0,40.69329854,-73.96725305,BK69,123,"['delivery', 'pickup']",2,K02,111546.0,34791.0,2630.3859320936035,american,0
carlo's bakery,Manhattan,10018.0,13.0,40.75618542,-73.99056473,MN15,1346,"['delivery', 'pickup']",2,M05,120248.0,45884.0,4709.619739464843,bakery_deli_cafe,0
lorax frozen yogurt,Brooklyn,11220.0,10.0,40.64326317,-74.00148459,BK34,18,[],1,K07,67871.0,72340.0,6939.370946485127,bakery_deli_cafe,1
green apple delight,Queens,11102.0,10.0,40.76911088,-73.92469811,QN71,47,"['pickup', 'delivery']",1,Q01,79180.0,27814.0,9171.059942411102,bakery_deli_cafe,0
industry kitchen,Manhattan,10005.0,9.0,40.7048723,-74.0053127,MN25,620,"['pickup', 'delivery']",2,M02,162092.0,39699.0,894.3592805518992,american,0
don chingon,Brooklyn,11217.0,5.0,40.68113023,-73.97534604,BK37,351,"['delivery', 'pickup']",2,K06,155250.0,67649.0,3135.0962409018184,latin_caribbean,1
rustic table,Manhattan,10036.0,7.0,40.75966059,-73.99559255,MN13,857,"['pickup', 'delivery']",2,M05,120248.0,70150.0,6019.989494900326,s_european,0
dough,Manhattan,10036.0,2.0,40.75865554,-73.9887379,MN17,1522,"['delivery', 'pickup']",1,M05,120248.0,28630.0,3771.936848199482,bakery_deli_cafe,0
the red doors bar and grill,Brooklyn,11224.0,10.0,40.57554206,-73.979892,BK23,55,[],2,K13,40711.0,17750.0,14464.061626521852,american,0
the black flamingo,Brooklyn,11231.0,6.0,40.67914242,-74.01077632,BK33,60,[],1,K06,155250.0,38353.0,3240.140798573303,bakery_deli_cafe,1
house of antojitos,Bronx,10458.0,7.0,40.85579572,-73.88800915,BX06,31,"['delivery', 'pickup']",1,B06,23605.0,27378.0,18979.09774492928,latin_caribbean,0
mamo restaurant,Manhattan,10013.0,10.0,40.72199148,-74.00408026,MN24,253,"['delivery', 'pickup']",3,M02,162092.0,42742.0,2002.0443397719696,italian_pizza,0
natsumi tapas,Manhattan,10010.0,9.0,40.73962808,-73.98255597,MN20,256,"['delivery', 'pickup']",2,M06,154501.0,50742.0,3925.093596130106,e_asian,0
brooklyn blend,Brooklyn,11206.0,10.0,40.69230498,-73.94570744,BK75,320,"['pickup', 'delivery']",2,K03,61186.0,70713.0,4333.625517097762,bakery_deli_cafe,1
la shuk,Manhattan,10029.0,9.0,40.78856806,-73.94894379,MN33,370,"['delivery', 'pickup']",2,M11,32408.0,57902.0,10012.546096839944,s_european,1
dumpling legend,Queens,11366.0,12.0,40.72586692,-73.79142917,QN41,103,"['delivery', 'pickup']",2,Q08,72166.0,17812.0,17268.182783353583,e_asian,0
les enfants de boheme,Manhattan,10002.0,13.0,40.71347949,-73.98898364,MN28,244,[],2,M03,41302.0,72957.0,1026.2110364656392,european,1
szechuan house,Queens,11354.0,11.0,40.75871243,-73.83261681,QN22,123,"['delivery', 'pickup']",2,Q07,54933.0,72008.0,14853.162784925818,e_asian,0
no.1 chinese restaurant,Queens,11377.0,3.0,40.74993005,-73.89909834,QN63,64,['delivery'],1,Q02,80913.0,45099.0,9202.010888567966,e_asian,0
nowadays,Queens,11385.0,13.0,40.69296478,-73.90187141,QN20,171,[],2,Q05,72781.0,69317.0,7949.891793188788,american,0
antepli baklava,Brooklyn,11209.0,11.0,40.63149971,-74.02182181,BK31,65,"['pickup', 'delivery']",1,K10,76569.0,79371.0,8567.688473649263,african_middle_eastern,1
kennedy's chicken & grill,Manhattan,10040.0,13.0,40.85336466,-73.93075476,MN35,7,"['pickup', 'delivery']",1,M12,53507.0,67136.0,17289.419610964847,american,0
werkstatt,Brooklyn,11218.0,13.0,40.64519445,-73.97050187,BK42,246,"['delivery', 'pickup']",2,K14,65599.0,105804.0,6989.009595803364,european,1
gossip coffee,Queens,11103.0,9.0,40.76456259,-73.91645088,QN70,356,"['delivery', 'pickup']",2,Q01,79180.0,78793.0,9265.923443284166,american,0
amata,Manhattan,10022.0,7.0,40.75938161,-73.96755614,MN19,83,[],3,M06,154501.0,51231.0,6419.490733994369,italian_pizza,1
archestratus,Brooklyn,11222.0,13.0,40.73294824,-73.95546338,BK76,36,[],2,K01,98284.0,34719.0,4490.678840532855,bakery_deli_cafe,0
riverpark,Manhattan,10016.0,13.0,40.7399751,-73.97420911,MN20,816,[],3,M06,154501.0,50742.0,4196.205139401379,american,0
tepache,Brooklyn,11216.0,9.0,40.68311184,-73.93850026,BK35,340,"['pickup', 'delivery']",2,K03,61186.0,63504.0,5323.611882465937,latin_caribbean,0
osaka,Brooklyn,11231.0,5.0,40.68476136,-73.9947502,BK33,72,[],2,K06,155250.0,38353.0,5398.4962040489445,e_asian,0
round k,Manhattan,10002.0,10.0,40.71868098,-73.99065304,MN27,366,"['pickup', 'delivery']",2,M03,41302.0,47844.0,1186.9991912010653,bakery_deli_cafe,1
il violino,Manhattan,10023.0,9.0,40.77494459,-73.98060059999997,MN14,272,"['delivery', 'pickup']",2,M07,136735.0,61489.0,7819.374684365021,italian_pizza,0
elite pastries cafe,Queens,11361.0,13.0,40.75638939,-73.76747420000002,QN46,128,[],2,Q11,92682.0,43808.0,19907.99814007277,bakery_deli_cafe,0
red hook lobster pound,Manhattan,10169.0,2.0,40.75450075,-73.97595043,MN19,1128,"['delivery', 'pickup']",2,M06,154501.0,51231.0,3160.4176259685423,american,0
toad style,Brooklyn,11221.0,13.0,40.68684667,-73.92348608,BK35,386,"['delivery', 'pickup']",2,K03,61186.0,63504.0,6335.27147281499,american,0
best burger palace,Brooklyn,11238.0,12.0,40.68035493,-73.96089231,BK61,26,"['pickup', 'delivery']",3,K08,74429.0,103169.0,3944.526446159019,american,0
g-knows cheesesteaks,Staten Island,10302.0,10.0,40.62634597,-74.13364065,SI07,130,"['pickup', 'delivery']",1,S01,75180.0,24102.0,14697.118545134981,american,0
lella alimentari,Brooklyn,11211.0,13.0,40.71516368,-73.94621541,BK90,205,"['pickup', 'delivery']",2,K01,98284.0,34158.0,4169.4247179992635,bakery_deli_cafe,0
one if by land two if by sea,Manhattan,10014.0,27.0,40.73260278,-74.0027603,MN23,1405,[],4,M02,162092.0,66880.0,3088.4591799101045,african_middle_eastern,0
lovers rock,Brooklyn,11216.0,10.0,40.68306792,-73.94384732,BK75,115,[],2,K03,61186.0,70713.0,4944.4595041391885,american,0
pig n whistle,Manhattan,10036.0,7.0,40.75792481,-73.98355824,MN17,196,['delivery'],2,M05,120248.0,28630.0,5232.989003590373,american,0
deluxe green bo,Manhattan,10013.0,21.0,40.71550565,-73.99813142,MN27,649,"['pickup', 'delivery']",1,M03,41302.0,47844.0,1169.0153601888098,e_asian,0
bayridge sushi,Brooklyn,11209.0,11.0,40.63551717,-74.02613588,BK31,212,"['delivery', 'pickup']",2,K10,76569.0,79371.0,8239.677522735861,e_asian,0
auntie guan's kitchen,Manhattan,10010.0,7.0,40.7385686,-73.98251655,MN21,133,"['delivery', 'pickup']",1,M06,154501.0,27988.0,3824.596937136005,e_asian,0
bierocracy,Queens,11101.0,4.0,40.74370564,-73.95040018,QN31,307,"['pickup', 'delivery']",2,Q02,80913.0,63271.0,5665.73879371273,american,0
e noodle house,Queens,11355.0,11.0,40.74050139,-73.81505244,QN62,188,"['pickup', 'delivery']",2,Q07,54933.0,20800.0,15578.113918524705,e_asian,0
e noodle house,Queens,11354.0,3.0,40.75977791,-73.82923543,QN22,188,"['pickup', 'delivery']",2,Q07,54933.0,72008.0,15578.113918524705,e_asian,0
ittadi garden & grill,Queens,11372.0,17.0,40.74715709,-73.89223459,QN28,63,[],2,Q03,67201.0,108152.0,9786.899161103916,s_asian,0
banh mi zon,Manhattan,10009.0,12.0,40.72598148,-73.98516804,MN22,314,"['pickup', 'delivery']",1,M03,41302.0,44136.0,2404.402420724667,e_asian,1
her name is han,Manhattan,10016.0,9.0,40.74605664,-73.98480627,MN17,1233,"['delivery', 'pickup']",2,M05,120248.0,28630.0,4610.341632711306,e_asian,0
toskana pizzeria restaurant,Queens,11362.0,11.0,40.76748478,-73.73861916,QN45,239,"['delivery', 'pickup']",2,Q11,92682.0,24739.0,22669.01407916204,italian_pizza,1
casa restaurant & lounge,Bronx,10465.0,8.0,40.82880129,-73.82445765,BX52,128,[],2,B10,61029.0,44167.0,19844.29107123196,latin_caribbean,0
ocean prime,Manhattan,10019.0,12.0,40.76156113,-73.98048539,MN17,587,[],3,M05,120248.0,28630.0,6367.0739804881605,american,1
spring natural,Manhattan,10012.0,26.0,40.72133002,-73.99708865,MN24,771,"['pickup', 'delivery']",2,M02,162092.0,42742.0,1757.0411273629434,american,0
hometown hotpot & bbq,Manhattan,10013.0,9.0,40.71921106,-73.99695527,MN24,1245,[],2,M02,162092.0,42742.0,1559.1780943715244,e_asian,0
little miss muffin n her stuffin,Brooklyn,11238.0,3.0,40.67487987,-73.96321,BK64,64,['pickup'],1,K08,74429.0,19849.0,4266.710375917097,latin_caribbean,1
russ & daughters at the jewish museum,Manhattan,10128.0,12.0,40.78529148,-73.95726267,MN40,107,[],2,M08,134264.0,61207.0,9423.320615178298,american,0
le petit parisien,Manhattan,10003.0,10.0,40.72830398,-73.98892345,MN22,61,"['delivery', 'pickup']",2,M03,41302.0,44136.0,2566.784676576643,european,0
llama inn,Brooklyn,11211.0,13.0,40.71674687,-73.9511454,BK73,498,[],3,K01,98284.0,45774.0,3900.0741145394,american,0
san matteo pizzeria e cucina,Manhattan,10028.0,12.0,40.774558299999995,-73.95417176,MN32,308,"['delivery', 'pickup']",2,M08,134264.0,77942.0,8398.163391038213,italian_pizza,0
bake shop,Brooklyn,11206.0,5.0,40.70312354,-73.93282654,BK78,114,[],2,K04,66275.0,72101.0,5178.12516906791,american,0
the burgary,Manhattan,10002.0,10.0,40.71937205,-73.98493143,MN27,260,"['delivery', 'pickup']",2,M03,41302.0,47844.0,1731.1075059999698,american,1
raku,Manhattan,10003.0,11.0,40.72693693,-73.98747329,MN22,1091,"['delivery', 'pickup']",2,M03,41302.0,44136.0,2428.039248912987,e_asian,1
la loba cantina,Brooklyn,11218.0,11.0,40.64558203,-73.97278632,BK40,103,"['pickup', 'delivery']",2,K07,67871.0,20988.0,6882.489122077373,latin_caribbean,0
el nopal restaurant & juice bar,Brooklyn,11215.0,11.0,40.66324760000001,-73.99142498,BK37,120,"['delivery', 'pickup']",2,K06,155250.0,67649.0,4712.184005373143,s_european,0
benemon,Manhattan,10003.0,13.0,40.72565795,-73.98820593,MN22,566,"['pickup', 'delivery']",2,M03,41302.0,44136.0,2289.203858558673,e_asian,1
the dolar shop,Queens,11354.0,9.0,40.76090312,-73.83287119,QN22,780,"['delivery', 'restaurant_reservation', 'pickup']",3,Q07,54933.0,72008.0,14926.43910302474,e_asian,1
row house,Manhattan,10026.0,19.0,40.80364237,-73.95592159,MN11,363,"['delivery', 'pickup']",2,M10,54932.0,43383.0,11382.879897969067,american,0
empanada loca,Brooklyn,11215.0,13.0,40.66378279,-73.99092028,BK37,244,"['delivery', 'pickup']",2,K06,155250.0,67649.0,4625.072149946892,american,0
bowllin',Manhattan,10003.0,12.0,40.73045629999999,-73.99503163,MN23,105,"['pickup', 'delivery']",2,M02,162092.0,66880.0,2793.3731678353056,e_asian,0
blendzville cafe,Brooklyn,11212.0,11.0,40.66526685,-73.92290537,BK81,41,"['pickup', 'delivery']",2,K16,31345.0,58300.0,7492.934429401635,bakery_deli_cafe,0
da raffaele,Manhattan,10022.0,9.0,40.75351848,-73.96642566,MN19,179,[],2,M06,154501.0,51231.0,5834.696340319764,italian_pizza,1
chopstick,Brooklyn,11236.0,2.0,40.64637828,-73.91283373,BK50,72,['delivery'],2,K18,80471.0,83693.0,33160.97339950857,e_asian,0
garden cafe,Manhattan,10034.0,16.0,40.86797354,-73.920247,MN01,236,"['delivery', 'pickup']",2,M12,53507.0,46746.0,19128.52347740721,african_middle_eastern,0
tableside italian cook shoppe,Manhattan,10003.0,25.0,40.72693693,-73.98743,MN22,277,"['pickup', 'delivery']",3,M03,41302.0,44136.0,2450.614719593678,italian_pizza,1
hawkers,Manhattan,10003.0,11.0,40.73298903,-73.98645462,MN21,233,"['pickup', 'delivery']",2,M06,154501.0,27988.0,3139.7708153730573,e_asian,0
the starlight,Brooklyn,11211.0,11.0,40.71122581,-73.94811592,BK90,31,"['delivery', 'pickup']",2,K01,98284.0,34158.0,3943.142167005799,american,0
parkway pizza,Queens,11357.0,12.0,40.78031675,-73.79398414,QN47,59,"['delivery', 'pickup']",1,Q07,54933.0,21751.0,18833.628114139152,italian_pizza,0
amy's restaurant,Manhattan,10034.0,7.0,40.86700776,-73.92078688,MN01,111,"['delivery', 'pickup']",2,M12,53507.0,46746.0,18988.834243450547,american,0
terremoto coffee,Manhattan,10011.0,20.0,40.74084256,-74.00300603,MN13,100,[],2,M05,120248.0,70150.0,4003.635732369655,bakery_deli_cafe,1
nakamura,Manhattan,10002.0,10.0,40.71759075,-73.9853539,MN28,374,"['delivery', 'pickup']",2,M03,41302.0,72957.0,1593.5125498332181,e_asian,0
arts and crafts beer parlor,Manhattan,10025.0,7.0,40.80664702,-73.96116098,MN09,251,[],2,M09,68370.0,55929.0,3047.457924531879,american,1
hogshead tavern,Manhattan,10031.0,5.0,40.823945200000004,-73.94916224,MN04,200,"['pickup', 'delivery']",2,M09,68370.0,48520.0,13713.914530474829,american,0
yura's blue plate,Manhattan,10029.0,11.0,40.79564833,-73.93565104,MN34,207,[],2,M11,32408.0,58019.0,11178.31491122563,american,0
bagel pub,Brooklyn,11238.0,37.0,40.67227306,-73.95737502,BK61,468,"['delivery', 'pickup']",1,K08,74429.0,103169.0,4024.82536827336,american,0
rebel coffee,Manhattan,10014.0,12.0,40.73781778,-74.00453590000002,MN23,142,[],1,M02,162092.0,66880.0,3707.6017890048615,bakery_deli_cafe,1
auntie guan's kitchen 108,Manhattan,10011.0,12.0,40.73759277,-73.99743436,MN23,343,"['pickup', 'delivery']",2,M02,162092.0,66880.0,3598.605789455146,e_asian,0
burp bowl cafe,Manhattan,10016.0,13.0,40.74194469,-73.98275745,MN21,223,"['delivery', 'pickup']",1,M06,154501.0,27988.0,4158.653651946488,e_asian,1
sai gon dep,Manhattan,10016.0,4.0,40.74768229,-73.97378386,MN20,134,"['delivery', 'pickup']",2,M06,154501.0,50742.0,5008.095490291663,e_asian,0
shuya cafe de ramen,Queens,11103.0,13.0,40.75813492,-73.91720977,QN70,289,"['delivery', 'pickup']",2,Q01,79180.0,78793.0,8763.703476621678,e_asian,1
main noodle house,Manhattan,10018.0,11.0,40.75204862,-73.98615116,MN17,412,"['delivery', 'pickup']",2,M05,120248.0,28630.0,5237.465882897808,e_asian,0
nostro ristorante,Brooklyn,11215.0,10.0,40.66064847,-73.99415739,BK32,254,"['delivery', 'pickup']",2,K07,67871.0,54041.0,4971.171047301409,italian_pizza,1
cafe patoro,Manhattan,10038.0,13.0,40.70746621,-74.00221822,MN25,178,"['pickup', 'delivery']",1,M02,162092.0,39699.0,706.1266596183272,bakery_deli_cafe,1
polka dot,Brooklyn,11222.0,10.0,40.72611243,-73.95211625,BK76,71,"['delivery', 'pickup']",1,K01,98284.0,34719.0,4244.86338385448,european,0
baron's,Brooklyn,11205.0,7.0,40.69105973,-73.95398056,BK75,298,"['restaurant_reservation', 'pickup', 'delivery']",2,K03,61186.0,70713.0,3772.907538024018,american,1
momo ramen,Brooklyn,11217.0,11.0,40.68064213,-73.9776032,BK37,293,"['delivery', 'pickup']",2,K06,155250.0,67649.0,3099.442268607081,bakery_deli_cafe,0
toscana 49,Manhattan,10017.0,2.0,40.75564449,-73.97227917,MN19,239,"['pickup', 'delivery']",3,M06,154501.0,51231.0,5902.540943777669,italian_pizza,0
ippudo ny,Manhattan,10019.0,11.0,40.76325825,-73.98645566,MN15,9992,"['pickup', 'delivery']",2,M05,120248.0,45884.0,2854.3012674083675,e_asian,0
hot spot nabe,Brooklyn,11204.0,7.0,40.61502745,-73.99433429,BK28,90,[],3,K11,57139.0,88727.0,10045.177939858611,e_asian,0
scarr's pizza,Manhattan,10002.0,12.0,40.71542301,-73.99160582,MN27,416,"['pickup', 'delivery']",1,M03,41302.0,47844.0,1125.7843300426757,italian_pizza,0
momosan ramen & sake,Manhattan,10016.0,8.0,40.7498459,-73.97721893,MN20,1644,"['pickup', 'delivery']",2,M06,154501.0,50742.0,5145.934912818086,e_asian,0
kennedy fried chicken and pizza,Bronx,10453.0,10.0,40.85208001,-73.90389498,BX41,2,"['pickup', 'delivery']",1,B05,32025.0,51807.0,14834.650162097383,american,0
harlem blues cafe,Manhattan,10037.0,0.0,40.81040337,-73.93935756,MN03,98,"['pickup', 'delivery']",2,M10,54932.0,75282.0,12561.589342303747,european,1
great wall chinese food,Brooklyn,11212.0,2.0,40.66815859,-73.90647885,BK81,50,"['delivery', 'pickup']",1,K16,31345.0,58300.0,16836.541479293686,e_asian,0
the cheesecake factory,Queens,11373.0,7.0,40.73384018,-73.87157703,QN29,682,[],2,Q04,67143.0,88427.0,11038.114726606465,american,0
bagel market,Brooklyn,11215.0,5.0,40.67408996,-73.97572358,BK37,46,"['delivery', 'pickup']",1,K06,155250.0,67649.0,5462.495602721339,bakery_deli_cafe,0
double zero,Manhattan,10003.0,12.0,40.72603411,-73.98954799,MN22,512,"['pickup', 'delivery']",2,M03,41302.0,44136.0,2326.9458661850313,american,1
