name,boro,zipcode,score,latitude,longitude,nta,review_count,transactions,price,community_by_nta,median_income_by_com,pop_by_nta,distance,cuisine_type,above_avg
morris park bake shop,Bronx,10462.0,6.0,40.84823122,-73.85597189,BX37,48,[],2,B11,58204.0,29250.0,19706.53074397769,bakery_deli_cafe,0
kosher bagel hole,Brooklyn,11230.0,10.0,40.62511113,-73.96203434,BK43,58,[],1,K14,65599.0,52835.0,9327.444179441945,american,0
nostrand donut shop,Brooklyn,11226.0,12.0,40.6509759,-73.94957925,BK95,38,[],1,K17,60895.0,29938.0,7143.703999266282,bakery_deli_cafe,0
la grenouille,Manhattan,10022.0,8.0,40.75965816,-73.97597744,MN17,440,[],4,M05,120248.0,28630.0,6233.541641585679,european,0
patsy's italian restaurant,Manhattan,10019.0,12.0,40.76561820000001,-73.98239751,MN17,914,[],3,M05,120248.0,28630.0,6761.0426425973055,italian_pizza,0
roll-n-roaster,Brooklyn,11235.0,12.0,40.58386661,-73.93969006,BK17,1130,[],2,K15,75127.0,64518.0,14264.917865263918,american,0
brennan & carr,Brooklyn,11229.0,10.0,40.60038588,-73.94189333,BK17,672,[],2,K15,75127.0,64518.0,12499.40559657395,american,0
la fusta restaurant,Queens,11373.0,12.0,40.744706799999996,-73.88456967,QN29,271,"['delivery', 'pickup']",2,Q04,67143.0,88427.0,10238.90273928289,latin_caribbean,0
mexico lindo restaurant,Manhattan,10010.0,13.0,40.73964407,-73.97961494,MN20,254,"['pickup', 'delivery']",2,M06,154501.0,50742.0,4010.18819528758,latin_caribbean,0
lenny's clam bar,Queens,11414.0,12.0,40.65555094,-73.83896749,QN57,519,"['delivery', 'pickup']",2,Q10,84258.0,26148.0,14239.329193163847,american,0
cafe fiorello,Manhattan,10023.0,11.0,40.77151115,-73.98215045,MN14,775,"['pickup', 'delivery']",3,M07,136735.0,61489.0,7411.11555415287,italian_pizza,0
terrace cafe,Bronx,10460.0,9.0,40.85055596,-73.88245143,BX99,74,[],2,B09,43975.0,1906.0,6374.590531268747,american,0
elephant & castle,Manhattan,10011.0,10.0,40.73631373,-74.00094179999998,MN23,534,"['delivery', 'pickup']",2,M02,162092.0,66880.0,3464.090808179182,american,0
jimmy's corner,Manhattan,10036.0,5.0,40.75661292,-73.98433100000003,MN17,609,[],1,M05,120248.0,28630.0,5743.048542865367,american,0
caffe reggio,Manhattan,10012.0,8.0,40.73020663,-74.00031751,MN23,612,"['delivery', 'pickup']",1,M02,162092.0,66880.0,2803.715477049441,italian_pizza,0
johnny's reef restaurant,Bronx,10464.0,12.0,40.83766442,-73.78289894,BX10,525,[],2,B10,61029.0,26583.0,23105.83230031441,american,0
villa berulia,Manhattan,10016.0,9.0,40.74686575,-73.98082174,MN20,161,"['delivery', 'pickup']",2,M06,154501.0,50742.0,4738.134985484118,italian_pizza,0
keens steakhouse,Manhattan,10018.0,7.0,40.75075309,-73.98610812,MN17,2568,[],4,M05,120248.0,28630.0,5071.689036489537,american,0
bubo,Manhattan,10016.0,4.0,40.74604728,-73.97786985,MN20,175,[],2,M06,154501.0,50742.0,4725.590762206177,american,1
tony's pier restaurant,Bronx,10464.0,12.0,40.83765897,-73.78292064,BX10,209,[],2,B10,61029.0,26583.0,23058.903947780866,american,0
molly wee pub,Manhattan,10001.0,5.0,40.74975474,-73.99522147,MN17,236,[],2,M05,120248.0,28630.0,4917.094040652037,european,0
tomoe sushi,Manhattan,10012.0,29.0,40.72771164,-74.00025617,MN23,962,[],3,M02,162092.0,66880.0,2519.741121971132,e_asian,0
cafe luxembourg,Manhattan,10023.0,12.0,40.77746465,-73.98301541,MN14,506,"['delivery', 'pickup']",3,M07,136735.0,61489.0,8053.065658829433,european,0
club 101,Manhattan,10178.0,9.0,40.75098522,-73.97848538,MN20,7,[],3,M06,154501.0,50742.0,5241.565794203407,american,1
carlos pizza,Queens,11379.0,8.0,40.71282521,-73.87819353,QN21,45,"['delivery', 'pickup']",1,Q05,72781.0,37929.0,7066.878584592109,italian_pizza,0
barney greengrass,Manhattan,10024.0,13.0,40.78782461,-73.97489470000002,MN12,756,"['delivery', 'pickup']",2,M07,136735.0,132378.0,9322.258112599642,american,0
village yokocho,Manhattan,10003.0,21.0,40.72985756,-73.98943193,MN22,756,[],2,M03,41302.0,44136.0,2739.334111827085,e_asian,0
miss lily's 7a,Manhattan,10009.0,8.0,40.72596206,-73.98360945,MN22,702,"['delivery', 'pickup']",2,M03,41302.0,44136.0,2454.091979021472,latin_caribbean,0
tommy's pizza,Bronx,10465.0,3.0,40.81955991,-73.81753076,BX52,80,"['delivery', 'pickup']",1,B10,61029.0,44167.0,14398.093964548823,italian_pizza,0
le bernardin,Manhattan,10019.0,13.0,40.76133904,-73.9819005,MN17,2544,[],4,M05,120248.0,28630.0,6328.07179784047,european,1
friend of a farmer,Manhattan,10003.0,5.0,40.73690034,-73.98664868,MN21,1252,"['delivery', 'pickup']",2,M06,154501.0,27988.0,3553.813228371501,american,0
pizza garden,Queens,11358.0,10.0,40.75804875,-73.79567039,QN51,119,"['delivery', 'pickup']",1,Q07,54933.0,51739.0,17743.829991451345,italian_pizza,0
cubbyhole,Manhattan,10014.0,9.0,40.73756529,-74.00355076,MN23,380,[],1,M02,162092.0,66880.0,3668.168442117359,american,0
arno ristorante,Manhattan,10018.0,9.0,40.7530726,-73.98772823,MN17,215,"['delivery', 'pickup']",3,M05,120248.0,28630.0,5349.162958274249,italian_pizza,0
cafe lalo,Manhattan,10024.0,13.0,40.78583229,-73.97666129,MN12,1356,"['delivery', 'pickup']",2,M07,136735.0,132378.0,9076.6724716377,bakery_deli_cafe,0
la strada restaurant,Staten Island,10306.0,2.0,40.57371754,-74.11585362,SI45,135,"['delivery', 'pickup']",2,S02,82089.0,21896.0,26531.21883471537,italian_pizza,0
absolute bagels,Manhattan,10025.0,11.0,40.80253741,-73.96771201,MN09,1409,[],1,M09,68370.0,55929.0,11028.952385526974,bakery_deli_cafe,1
tartine,Manhattan,10014.0,13.0,40.73621488,-74.00329449,MN23,988,"['delivery', 'pickup']",2,M02,162092.0,66880.0,3516.069880880911,european,0
el cantinero,Manhattan,10003.0,11.0,40.73356876,-73.99310457,MN23,537,[],2,M02,162092.0,66880.0,3139.083357850133,latin_caribbean,0
molly's,Manhattan,10010.0,7.0,40.73837386,-73.98346565,MN21,514,"['delivery', 'pickup']",2,M06,154501.0,27988.0,3764.3521230733118,european,0
scalinatella restaurant,Manhattan,10065.0,9.0,40.76266369,-73.96532724,MN31,275,"['pickup', 'delivery']",4,M08,134264.0,80771.0,6828.187615766532,italian_pizza,0
jing fong restaurant,Manhattan,10013.0,8.0,40.71598871,-73.99731254,MN27,2381,"['delivery', 'pickup']",2,M03,41302.0,47844.0,1193.8127435029762,e_asian,0
la contenta oeste,Manhattan,10011.0,10.0,40.73497426,-73.99732621,MN23,227,"['delivery', 'pickup']",2,M02,162092.0,66880.0,3317.999419437972,latin_caribbean,0
mediterraneo,Manhattan,10065.0,18.0,40.76507223,-73.9610698,MN31,164,['delivery'],2,M08,134264.0,80771.0,32345.373313834225,italian_pizza,0
flannery's bar,Manhattan,10011.0,13.0,40.73876755,-74.00018404,MN13,141,[],1,M05,120248.0,70150.0,3754.5274533488787,american,0
lucia pizza,Queens,11354.0,12.0,40.76002356,-73.82831432,QN22,540,[],1,Q07,54933.0,72008.0,15268.027801746886,italian_pizza,1
la villa pizzeria,Brooklyn,11234.0,6.0,40.61741375,-73.91079335,BK45,122,"['delivery', 'pickup']",2,K18,80471.0,45231.0,10535.050960676237,italian_pizza,0
mike's coffee shop,Brooklyn,11205.0,10.0,40.68974351,-73.96539776,BK69,199,[],1,K02,111546.0,34791.0,3007.910663163763,american,0
doyle's corner,Queens,11103.0,10.0,40.75814869,-73.91727834,QN70,75,[],2,Q01,79180.0,78793.0,8720.692796721285,american,1
ellen's stardust diner,Manhattan,10019.0,12.0,40.76195688,-73.98368358,MN17,1871,"['restaurant_reservation', 'delivery', 'pickup']",2,M05,120248.0,28630.0,6335.848350020949,american,0
la casa bella,Brooklyn,11214.0,7.0,40.5906783,-73.99176198,BK29,262,"['delivery', 'pickup']",2,K11,57139.0,62978.0,12765.05769101978,italian_pizza,0
heights cafe,Brooklyn,11201.0,11.0,40.6952684,-73.99608727,BK09,303,"['delivery', 'pickup']",2,K02,111546.0,22887.0,1164.8348029717524,american,0
grand avenue pizza,Queens,11103.0,12.0,40.76563469,-73.91873829,QN70,134,"['delivery', 'pickup']",1,Q01,79180.0,78793.0,9229.535595373622,italian_pizza,0
estancia 460,Manhattan,10013.0,0.0,40.72372859,-74.00949199,MN24,125,"['delivery', 'pickup']",2,M02,162092.0,42742.0,2413.7906377683903,latin_caribbean,0
lords bakery,Brooklyn,11210.0,13.0,40.63336454,-73.94771913,BK42,184,[],2,K14,65599.0,105804.0,8938.217952527913,bakery_deli_cafe,0
la delice pastry shop,Manhattan,10016.0,10.0,40.7412528,-73.98138993,MN21,204,[],2,M06,154501.0,27988.0,4133.2613712153225,bakery_deli_cafe,0
hungarian pastry shop,Manhattan,10025.0,3.0,40.80347212,-73.96351070000001,MN09,666,[],1,M09,68370.0,55929.0,11205.290937665759,european,0
highway bagels,Brooklyn,11229.0,10.0,40.61037981,-73.95436054,BK44,112,"['pickup', 'delivery']",1,K15,75127.0,38917.0,11072.300746098792,bakery_deli_cafe,0
nita's european bakery,Queens,11104.0,5.0,40.73959112,-73.92492285,QN31,117,[],1,Q02,80913.0,63271.0,6982.594041932724,bakery_deli_cafe,0
romeo's pizzeria,Queens,11366.0,10.0,40.72924819,-73.78096961,QN06,78,"['pickup', 'delivery']",1,Q08,72166.0,25480.0,13517.906872679285,italian_pizza,0
brooklyn moon cafe,Brooklyn,11217.0,18.0,40.6864742,-73.97482844,BK68,366,[],2,K02,111546.0,26079.0,2654.583288152915,latin_caribbean,0
le gigot,Manhattan,10014.0,10.0,40.73151038,-74.00186182,MN23,203,[],3,M02,162092.0,66880.0,2949.5670912279784,european,0
gian piero bakery,Queens,11103.0,7.0,40.76228903,-73.91157684,QN70,178,[],1,Q01,79180.0,78793.0,9430.798010078432,bakery_deli_cafe,0
parisi bakery,Manhattan,10012.0,10.0,40.72124489,-73.99559871,MN24,410,[],2,M02,162092.0,42742.0,1742.4460459404131,bakery_deli_cafe,1
quality meats,Manhattan,10019.0,13.0,40.76451354,-73.97552804,MN17,1972,"['delivery', 'pickup']",4,M05,120248.0,28630.0,6790.760655173766,american,0
casanova restaurant,Brooklyn,11222.0,15.0,40.73408878,-73.95227647,BK76,64,"['delivery', 'pickup']",2,K01,98284.0,34719.0,4780.928092375423,italian_pizza,0
guy & gallard,Manhattan,10016.0,13.0,40.74665432,-73.98035985,MN20,106,"['delivery', 'pickup']",1,M06,154501.0,50742.0,4711.57939821113,american,0
stromboli pizza,Manhattan,10003.0,19.0,40.72774643,-73.98564751,MN22,232,"['pickup', 'delivery']",1,M03,41302.0,44136.0,2602.355635678948,italian_pizza,0
o'reilly's pub,Manhattan,10001.0,11.0,40.74760511,-73.98851241,MN17,219,"['delivery', 'pickup']",2,M05,120248.0,28630.0,4711.629937011541,european,0
soba-ya,Manhattan,10003.0,9.0,40.72962414,-73.98825574,MN22,1469,"['delivery', 'pickup']",2,M03,41302.0,44136.0,2742.903692428115,e_asian,0
famous famiglia,Manhattan,10025.0,21.0,40.79388946,-73.97049351,MN12,78,"['pickup', 'delivery']",1,M07,136735.0,132378.0,15852.346676015857,italian_pizza,0
health king,Manhattan,10018.0,9.0,40.7537479,-73.98862323,MN17,64,"['delivery', 'pickup']",3,M05,120248.0,28630.0,5403.13789974834,bakery_deli_cafe,0
russian vodka room,Manhattan,10019.0,22.0,40.76317564,-73.98431501,MN17,545,[],2,M05,120248.0,28630.0,6503.730871517872,european,0
frank,Manhattan,10003.0,6.0,40.72686297,-73.98890926,MN22,692,"['delivery', 'pickup']",2,M03,41302.0,44136.0,2425.9074238780827,italian_pizza,0
arlene's grocery,Manhattan,10002.0,12.0,40.72135965,-73.98823916,MN27,271,[],2,M03,41302.0,47844.0,1824.8613641235777,american,0
solas,Manhattan,10003.0,10.0,40.72959669,-73.9882377,MN22,678,[],2,M03,41302.0,44136.0,2750.778932201789,american,0
terrace on the park,Queens,11368.0,14.0,40.74402688,-73.85180966,QN99,194,[],3,Q14,55034.0,436.0,12853.757441845586,american,0
los girasoles restaurant,Bronx,10458.0,5.0,40.86292267,-73.88968907,BX06,18,[],1,B06,23605.0,27378.0,19614.550631530758,latin_caribbean,1
hillside gourmet,Staten Island,10304.0,2.0,40.58956878,-74.10131009999998,SI36,27,"['pickup', 'delivery']",2,S02,82089.0,24835.0,15746.700892538169,bakery_deli_cafe,0
grand havana room,Manhattan,10103.0,13.0,40.76054207,-73.97642111,MN17,53,[],4,M05,120248.0,28630.0,6317.458486307682,american,0
ayurveda cafe,Manhattan,10025.0,7.0,40.79291525,-73.97120179999997,MN12,318,"['pickup', 'delivery']",2,M07,136735.0,132378.0,9935.328549995234,s_asian,0
diner,Brooklyn,11249.0,7.0,40.71051055,-73.96573682,BK73,745,[],2,K01,98284.0,45774.0,2488.710428173289,american,0
bourbon street,Queens,11361.0,12.0,40.76409879999999,-73.77125208,QN46,745,"['delivery', 'pickup']",2,Q11,92682.0,43808.0,19879.29515154741,american,0
trattoria l'incontro,Queens,11105.0,11.0,40.77669229999999,-73.91001951,QN72,943,"['pickup', 'delivery']",3,Q01,79180.0,47534.0,10576.633400304549,italian_pizza,1
via quadronno,Manhattan,10021.0,2.0,40.77268209,-73.96544837,MN40,528,"['pickup', 'delivery']",2,M08,134264.0,61207.0,7878.924103343512,italian_pizza,0
lenny's bagels,Manhattan,10025.0,13.0,40.79604965,-73.97077065,MN12,147,"['delivery', 'pickup']",1,M07,136735.0,132378.0,10278.29143734154,bakery_deli_cafe,0
emilia's restaurant,Bronx,10458.0,8.0,40.85412495,-73.88880362,BX06,184,[],2,B06,23605.0,27378.0,18759.167789638108,italian_pizza,0
strokos gourmet deli,Manhattan,10025.0,10.0,40.80522011,-73.96223102,MN09,116,"['delivery', 'pickup']",1,M09,68370.0,55929.0,11434.980801054851,bakery_deli_cafe,0
nuevo jardin de china restaurant,Queens,11106.0,12.0,40.76153243,-73.92443958,QN70,213,"['delivery', 'pickup']",2,Q01,79180.0,78793.0,8584.157317720723,e_asian,0
tribeca park cafe,Manhattan,10013.0,3.0,40.72000969,-74.0055917,MN24,22,"['pickup', 'delivery']",1,M02,162092.0,42742.0,1868.1372746355573,bakery_deli_cafe,0
prune,Manhattan,10003.0,9.0,40.72365438,-73.98935355,MN22,1052,[],3,M03,41302.0,44136.0,2094.6762752145432,american,0
park bar,Manhattan,10003.0,6.0,40.73649191,-73.99263517,MN13,175,[],2,M05,120248.0,70150.0,3451.783667123099,american,0
continental luncheonette & deli,Queens,11375.0,5.0,40.71009454,-73.84855972,QN17,22,[],1,Q06,89160.0,83728.0,12283.70777465491,bakery_deli_cafe,1
rue 57,Manhattan,10019.0,11.0,40.76373135,-73.97582434,MN17,1121,"['pickup', 'delivery']",2,M05,120248.0,28630.0,6674.470005981394,european,0
fish bar,Manhattan,10003.0,12.0,40.72732696,-73.99028381,MN22,81,[],1,M03,41302.0,44136.0,2461.0218166628856,american,0
katz's delicatessen,Manhattan,10002.0,11.0,40.72250412,-73.98730096,MN27,12434,"['delivery', 'pickup']",2,M03,41302.0,47844.0,1952.370623972688,bakery_deli_cafe,0
avra estiatorio,Manhattan,10017.0,12.0,40.75503527,-73.97277392,MN19,870,"['delivery', 'pickup']",3,M06,154501.0,51231.0,5816.957246173547,s_european,0
rhythm & booze,Brooklyn,11215.0,8.0,40.65763025,-73.97939142,BK40,73,[],2,K07,67871.0,20988.0,5451.277180809923,american,0
george keeley,Manhattan,10024.0,9.0,40.785917299999994,-73.97628932,MN12,322,"['delivery', 'pickup']",2,M07,136735.0,132378.0,9071.103050592043,american,0
tai pan bakery,Queens,11354.0,21.0,40.76116651,-73.83092124,QN22,283,[],1,Q07,54933.0,72008.0,15118.026686690515,bakery_deli_cafe,0
gnocco,Manhattan,10009.0,13.0,40.72711712,-73.98049913,MN22,467,"['pickup', 'delivery']",2,M03,41302.0,44136.0,2685.124021728207,italian_pizza,0
convivium osteria,Brooklyn,11217.0,10.0,40.68099341,-73.97736513,BK37,483,"['pickup', 'delivery']",3,K06,155250.0,67649.0,3058.002955250913,italian_pizza,0
ritz diner,Manhattan,10065.0,9.0,40.76157522,-73.9605376,MN31,335,"['delivery', 'pickup']",2,M08,134264.0,80771.0,6866.8709097401625,american,0
la palapa,Manhattan,10003.0,10.0,40.72783703,-73.98586397,MN22,697,"['delivery', 'pickup']",2,M03,41302.0,44136.0,2617.4214760909163,latin_caribbean,0
palma,Manhattan,10014.0,9.0,40.73141157,-74.00213243,MN23,728,"['pickup', 'delivery']",3,M02,162092.0,66880.0,2941.9863317681697,italian_pizza,0
mary's fish camp,Manhattan,10014.0,12.0,40.73472722,-74.00311761,MN23,600,[],3,M02,162092.0,66880.0,3352.200600357071,american,0
silver moon bakery,Manhattan,10025.0,11.0,40.80057499,-73.96795497,MN12,422,"['pickup', 'delivery']",2,M07,136735.0,132378.0,10806.845906248727,bakery_deli_cafe,0
acquista trattoria,Queens,11366.0,12.0,40.72633354,-73.78993403,QN41,388,"['delivery', 'pickup']",2,Q08,72166.0,17812.0,17385.834026698783,italian_pizza,0
trufa restaurant,Manhattan,10031.0,10.0,40.82304653,-73.95293145,MN04,311,"['delivery', 'pickup']",2,M09,68370.0,48520.0,13536.942946519704,italian_pizza,0
front street pizza,Brooklyn,11201.0,9.0,40.70250045,-73.98940382,BK38,362,"['delivery', 'pickup']",1,K02,111546.0,34495.0,550.4392264831844,italian_pizza,0
clinton street baking company,Manhattan,10002.0,13.0,40.72115877,-73.983975,MN28,5102,"['delivery', 'pickup']",2,M03,41302.0,72957.0,1950.282829638887,american,0
brick oven pizza 33,Manhattan,10016.0,12.0,40.74491376,-73.97826359999998,MN20,311,"['delivery', 'pickup']",1,M06,154501.0,50742.0,4607.463576909257,italian_pizza,0
the great american health bar,Manhattan,10019.0,24.0,40.76350066,-73.9752324,MN17,157,"['delivery', 'pickup']",2,M05,120248.0,28630.0,6688.169444837865,american,0
marseille,Manhattan,10036.0,10.0,40.760030900000004,-73.99144857,MN15,906,"['delivery', 'pickup']",3,M05,120248.0,45884.0,6049.664551026784,european,0
aquamarina,Manhattan,10032.0,11.0,40.84332368,-73.9391431,MN36,134,"['delivery', 'pickup']",2,M12,53507.0,84438.0,16024.962291054575,italian_pizza,0
cafe sabarsky,Manhattan,10028.0,10.0,40.78129896,-73.96032366,MN40,497,[],2,M08,134264.0,61207.0,8908.846016693346,european,0
rocco's pizzeria,Brooklyn,11235.0,11.0,40.57634069,-73.967487,BK19,19,"['delivery', 'pickup']",1,K13,40711.0,35547.0,20300.03087402288,italian_pizza,0
blue fin,Manhattan,10036.0,13.0,40.75923977,-73.98516783,MN17,1014,"['pickup', 'delivery']",3,M05,120248.0,28630.0,6026.4941855248935,american,0
java girl,Manhattan,10065.0,7.0,40.76448173,-73.95998716,MN31,209,[],1,M08,134264.0,80771.0,7160.001344894327,bakery_deli_cafe,0
new china kitchen,Queens,11432.0,13.0,40.70664611,-73.79804315,QN61,14,['delivery'],3,Q12,65744.0,53751.0,28089.52423085348,e_asian,0
beach street eatery,Manhattan,10013.0,13.0,40.72070112,-74.0094663,MN24,32,[],2,M02,162092.0,42742.0,2149.80564485793,american,0
nice matin,Manhattan,10024.0,7.0,40.78324436,-73.97855436,MN12,743,"['pickup', 'delivery']",2,M07,136735.0,132378.0,8777.057504623037,american,0
white bear,Queens,11354.0,13.0,40.75903759,-73.8316125,QN22,973,[],1,Q07,54933.0,72008.0,14934.189126421585,e_asian,0
rice to riches,Manhattan,10012.0,3.0,40.72177189,-73.99582957,MN24,3028,"['pickup', 'delivery']",2,M02,162092.0,42742.0,1828.0382830472186,american,0
hotel pennsylvania,Manhattan,10001.0,3.0,40.74978746,-73.99148598,MN17,1466,[],2,M05,120248.0,28630.0,4939.734384244348,american,0
viand cafe,Manhattan,10023.0,25.0,40.78073066,-73.98137885,MN12,182,"['delivery', 'pickup']",2,M07,136735.0,132378.0,6910.836742220828,american,0
the mermaid inn,Manhattan,10003.0,3.0,40.72710998,-73.98872882,MN22,1107,"['delivery', 'pickup']",2,M03,41302.0,44136.0,9411.62511601298,american,0
sugarcane,Brooklyn,11217.0,27.0,40.68043844,-73.97483793,BK37,605,"['pickup', 'delivery']",2,K06,155250.0,67649.0,3233.3357438701955,latin_caribbean,0
otto's shrunken head,Manhattan,10009.0,13.0,40.72981220000001,-73.97892159999998,MN22,477,[],2,M03,41302.0,44136.0,2962.339835430361,american,0
superfine,Brooklyn,11201.0,13.0,40.70243713,-73.98749234,BK38,468,['pickup'],2,K02,111546.0,34495.0,684.5691418649358,american,0
pampano,Manhattan,10017.0,12.0,40.75499909,-73.97074903,MN19,557,[],3,M06,154501.0,51231.0,5865.144825123725,latin_caribbean,0
mill basin bagel cafe,Brooklyn,11234.0,13.0,40.61960286,-73.91644932,BK45,58,"['delivery', 'pickup']",1,K18,80471.0,45231.0,11559.973881442795,bakery_deli_cafe,0
east meets west,Queens,11694.0,13.0,40.5783597,-73.84939235,QN10,63,"['pickup', 'delivery']",1,Q14,55034.0,28018.0,11058.436024908298,e_asian,0
delmar pizzeria,Brooklyn,11235.0,12.0,40.5863703,-73.95224923,BK17,221,"['delivery', 'pickup']",1,K15,75127.0,64518.0,13726.734177146054,italian_pizza,0
city diner,Manhattan,10024.0,5.0,40.79093432,-73.9745071,MN12,29,"['delivery', 'pickup']",2,M07,136735.0,132378.0,8216.3484566292,american,0
ba xuyen,Brooklyn,11232.0,12.0,40.64542606,-73.99923966,BK34,676,[],1,K07,67871.0,72340.0,6704.620108878561,se_asian,1
the soul spot,Brooklyn,11201.0,13.0,40.68836479,-73.98856592,BK38,289,"['delivery', 'pickup']",2,K02,111546.0,34495.0,1967.1239897222947,american,0
bonsignour,Manhattan,10014.0,9.0,40.73813617,-74.00447097,MN23,82,"['delivery', 'pickup']",2,M02,162092.0,66880.0,3754.2597497594315,american,0
the patriot saloon,Manhattan,10007.0,13.0,40.71506071,-74.00827149,MN24,338,[],1,M02,162092.0,42742.0,1579.5576803680124,american,0
bayou,Staten Island,10305.0,12.0,40.61689568,-74.06822097,SI37,382,"['delivery', 'pickup']",2,S01,75180.0,26453.0,11672.2715295553,american,0
barrio chino,Manhattan,10002.0,9.0,40.71803041,-73.98997132,MN27,1110,[],2,M03,41302.0,47844.0,1444.0205013853185,latin_caribbean,0
art bar,Manhattan,10014.0,9.0,40.73857811,-74.00363021,MN23,511,[],2,M02,162092.0,66880.0,3756.487158737265,american,0
nha trang one,Manhattan,10013.0,13.0,40.71683413,-73.99973666,MN27,755,"['delivery', 'pickup']",2,M03,41302.0,47844.0,1328.113952807777,se_asian,0
uncle jack's steakhouse,Manhattan,10001.0,12.0,40.75370997,-73.99605134,MN13,491,"['delivery', 'pickup']",3,M05,120248.0,70150.0,19866.88076959127,american,0
cafe 28,Manhattan,10016.0,9.0,40.74447048,-73.9874339,MN13,232,"['pickup', 'delivery']",2,M05,120248.0,70150.0,4388.134789375973,american,0
gena's grill,Manhattan,10009.0,7.0,40.7303948,-73.98324033,MN22,193,"['delivery', 'pickup']",1,M03,41302.0,44136.0,2926.849539640112,latin_caribbean,0
overlook,Manhattan,10017.0,10.0,40.75176077,-73.97277887,MN19,263,"['delivery', 'pickup']",2,M06,154501.0,51231.0,5477.340264829476,american,0
12 chairs,Manhattan,10012.0,22.0,40.7274838,-74.00259412,MN24,554,"['pickup', 'delivery']",2,M02,162092.0,42742.0,2553.856187764276,american,0
frames bowling lounge,Manhattan,10018.0,7.0,40.75618542,-73.99056473,MN15,860,[],2,M05,120248.0,45884.0,5761.247311342688,american,0
kanoyama,Manhattan,10003.0,12.0,40.73047206,-73.98631442,MN22,661,"['delivery', 'pickup']",3,M03,41302.0,44136.0,2866.416140582315,e_asian,0
castro's restaurant,Brooklyn,11205.0,4.0,40.69358315,-73.96444014,BK69,277,"['delivery', 'pickup']",1,K02,111546.0,34791.0,2828.44086706108,latin_caribbean,0
bozu,Brooklyn,11211.0,9.0,40.71297808,-73.95747154,BK73,831,"['delivery', 'pickup']",2,K01,98284.0,45774.0,3200.7565834137804,e_asian,0
brooklyn social,Brooklyn,11231.0,2.0,40.6804795,-73.99467843,BK33,179,[],2,K06,155250.0,38353.0,2781.43527367023,american,0
the house of brews,Manhattan,10036.0,10.0,40.76050285,-73.98960032,MN15,228,"['delivery', 'pickup']",2,M05,120248.0,45884.0,6179.036141321819,american,0
village vanguard,Manhattan,10014.0,2.0,40.73599808,-74.00143976,MN23,184,[],2,M02,162092.0,66880.0,3458.15773741133,american,0
posto,Manhattan,10003.0,10.0,40.7349154,-73.98304073,MN21,607,"['pickup', 'delivery']",2,M06,154501.0,27988.0,3407.2923406002037,italian_pizza,0
johny's luncheonette,Manhattan,10001.0,13.0,40.74455603,-73.99278585,MN13,974,"['pickup', 'delivery']",1,M05,120248.0,70150.0,4335.848559426747,american,1
crocodile lounge,Manhattan,10003.0,31.0,40.7319402,-73.98395797,MN21,782,[],1,M06,154501.0,27988.0,3091.869496854072,italian_pizza,0
ricardo steak house,Manhattan,10029.0,9.0,40.79338923,-73.94042407,MN34,1116,[],3,M11,32408.0,58019.0,10784.271485038116,american,0
meze,Brooklyn,11219.0,7.0,40.62528483,-74.00222629,BK30,316,"['pickup', 'delivery']",2,K10,76569.0,42419.0,8949.272440642862,s_european,0
serafina broadway,Manhattan,10019.0,13.0,40.76448449,-73.98165055,MN17,612,"['pickup', 'delivery']",2,M05,120248.0,28630.0,6637.780253757496,italian_pizza,0
pollos mario,Queens,11372.0,12.0,40.74805342,-73.87995867,QN28,44,"['delivery', 'pickup']",2,Q03,67201.0,108152.0,8890.656855636682,latin_caribbean,0
hollywood diner,Manhattan,10011.0,5.0,40.73880865,-73.99576715,MN13,101,"['pickup', 'delivery']",2,M05,120248.0,70150.0,3708.9947858430933,american,0
commonwealth,Brooklyn,11215.0,12.0,40.66727112,-73.98787024,BK37,1,[],3,K06,155250.0,67649.0,3530.759134905066,american,0
irish rover,Queens,11103.0,6.0,40.76611238,-73.91508072,QN70,160,[],1,Q01,79180.0,78793.0,9473.835699458796,european,1
en japanese brasserie,Manhattan,10014.0,15.0,40.73057972,-74.00680492,MN23,1252,"['delivery', 'pickup']",3,M02,162092.0,66880.0,3003.352598143026,e_asian,0
postmark cafe,Brooklyn,11215.0,4.0,40.67130018,-73.98546864,BK37,192,[],1,K06,155250.0,67649.0,3896.6433386546455,bakery_deli_cafe,1
lure fishbar,Manhattan,10012.0,3.0,40.72482963,-73.99840174,MN24,1663,"['delivery', 'pickup']",3,M02,162092.0,42742.0,2161.6364530898604,american,0
dalton's bar & grill,Manhattan,10036.0,10.0,40.75935847,-73.99196123,MN15,267,"['restaurant_reservation', 'pickup', 'delivery']",2,M05,120248.0,45884.0,6008.474317609882,american,0
tina's cuban cuisine,Manhattan,10016.0,13.0,40.74752211,-73.98312051,MN17,289,"['delivery', 'pickup']",2,M05,120248.0,28630.0,4761.160280747116,latin_caribbean,0
the modern,Manhattan,10019.0,2.0,40.76099511,-73.97720066,MN17,1015,[],4,M05,120248.0,28630.0,6344.552761123086,european,1
cafe nunez,Manhattan,10001.0,12.0,40.75216441,-73.9913774,MN17,475,"['pickup', 'delivery']",2,M05,120248.0,28630.0,5195.561920241944,latin_caribbean,0
lenox fast food,Manhattan,10037.0,10.0,40.81900977,-73.93728670000002,MN03,10,[],1,M10,54932.0,75282.0,13513.491468674716,american,1
