bagels_cat_1,bakeries_cat_1,bars_cat_1,breakfast_brunch_cat_1,burgers_cat_1,cafes_cat_1,caribbean_cat_1,chinese_cat_1,cocktailbars_cat_1,coffee_cat_1,cuban_cat_1,delis_cat_1,desserts_cat_1,diners_cat_1,french_cat_1,gastropubs_cat_1,greek_cat_1,hotels_cat_1,italian_cat_1,japanese_cat_1,korean_cat_1,latin_cat_1,lounges_cat_1,mediterranean_cat_1,mexican_cat_1,newamerican_cat_1,pizza_cat_1,pubs_cat_1,sandwiches_cat_1,seafood_cat_1,southern_cat_1,spanish_cat_1,sportsbars_cat_1,steak_cat_1,tapas_cat_1,thai_cat_1,tradamerican_cat_1,vegan_cat_1,wine_bars_cat_1,asianfusion_cat_2,bagels_cat_2,bakeries_cat_2,bars_cat_2,beerbar_cat_2,breakfast_brunch_cat_2,burgers_cat_2,cafes_cat_2,cocktailbars_cat_2,coffee_cat_2,comfortfood_cat_2,desserts_cat_2,diners_cat_2,french_cat_2,gastropubs_cat_2,gluten_free_cat_2,greek_cat_2,icecream_cat_2,italian_cat_2,japanese_cat_2,latin_cat_2,lounges_cat_2,mediterranean_cat_2,mexican_cat_2,newamerican_cat_2,pastashops_cat_2,pizza_cat_2,pubs_cat_2,salad_cat_2,sandwiches_cat_2,seafood_cat_2,spanish_cat_2,sushi_cat_2,tapas_cat_2,tapasmallplates_cat_2,tradamerican_cat_2,vegan_cat_2,venues_cat_2,wine_bars_cat_2,asianfusion_cat_3,bakeries_cat_3,bars_cat_3,beerbar_cat_3,breakfast_brunch_cat_3,burgers_cat_3,cafes_cat_3,cocktailbars_cat_3,coffee_cat_3,comfortfood_cat_3,cupcakes_cat_3,delis_cat_3,desserts_cat_3,french_cat_3,gastropubs_cat_3,gluten_free_cat_3,italian_cat_3,lounges_cat_3,mediterranean_cat_3,newamerican_cat_3,pizza_cat_3,salad_cat_3,sandwiches_cat_3,seafood_cat_3,sportsbars_cat_3,steak_cat_3,tapasmallplates_cat_3,tradamerican_cat_3,vegan_cat_3,venues_cat_3,wine_bars_cat_3,chicken_wings_cat_2,steak_cat_2,pastashops_cat_3,sushi_cat_1,noodles_cat_2,sportsbars_cat_2,chocolate_cat_1,cupcakes_cat_1,icecream_cat_1,cakeshop_cat_2,cupcakes_cat_2,customcakes_cat_2,cakeshop_cat_3,customcakes_cat_3,icecream_cat_3,review_count,lat,long,delivery,pickup,reservation,price_1,price_2,price_3,price_4,address1,city,zip_code,display_address,above_avg,neighborhood_by_zip,pop_by_zip,density_by_zip,NTA
0.0,0,0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923,40.72213,-73.99756,0,0,0,0,1,0,0,224 Lafayette St,New York,10012,"['224 Lafayette St', 'New York, NY 10012']",0,Greenwich Village and Soho,24090.0,74517.0,MN24
0.0,0,1,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037,40.761379999999996,-73.99070999999999,1,1,0,0,1,0,0,675 9th Ave,New York,10036,"['675 9th Ave', 'New York, NY 10036']",0,Chelsea and Clinton,24711.0,55745.0,MN17
0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661,40.721739899999996,-73.98739,1,1,0,0,1,0,0,178 Ludlow St,New York,10002,"['178 Ludlow St', 'New York, NY 10002']",0,Lower East Side,81410.0,92573.0,MN27
0.0,0,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114,40.740624,-74.000648,1,1,0,0,1,0,0,242 W 16th St,New York,10011,"['242 W 16th St', 'New York, NY 10011']",0,Chelsea and Clinton,50984.0,77436.0,MN13
0.0,0,0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1817,40.765158,-73.975724,1,1,0,0,1,0,0,40 Central Park S,New York,10019,"['40 Central Park S', 'New York, NY 10019']",0,Chelsea and Clinton,42870.0,63042.0,MN15
0.0,0,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742,40.748123,-74.000569,1,1,0,0,1,0,0,401 W 25th St,New York,10001,"['401 W 25th St', 'New York, NY 10001']",0,Chelsea and Clinton,21102.0,33959.0,MN13
0.0,0,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827,40.75233,-73.97353000000001,1,1,0,0,1,0,0,708 3rd Ave,New York,10022,"['708 3rd Ave', 'New York, NY 10022']",1,Gramercy Park and Murray Hill,31924.0,73158.0,MN19
0.0,0,0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595,40.755311,-73.998389,1,1,0,0,1,0,0,450 10th Ave,New York,10018,"['450 10th Ave', 'New York, NY 10018']",0,Chelsea and Clinton,5229.0,16251.0,MN17
0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354,40.752586217581296,-73.9850713153442,1,1,0,0,1,0,0,64 W 39th St,New York,10018,"['64 W 39th St', 'New York, NY 10018']",0,Chelsea and Clinton,5229.0,16251.0,MN17
0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,40.777696999999996,-73.97835699999999,1,1,0,0,1,0,0,269 Columbus Ave,New York,10023,"['269 Columbus Ave', 'New York, NY 10023']",0,Upper West Side,60998.0,124357.0,MN14
0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,40.7663868,-73.9915846,1,1,0,0,1,0,0,515 W 52nd St,New York,10019,"['515 W 52nd St', 'New York, NY 10019']",0,Chelsea and Clinton,42870.0,63042.0,MN15
0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198,40.775427,-73.953115,1,1,0,0,1,0,0,1590 2nd Ave,New York,10028,"['1590 2nd Ave', 'New York, NY 10028']",0,Upper East Side,45141.0,143683.0,MN40
0.0,0,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178,40.72905,-73.98668,0,0,0,0,1,0,0,307 E 9th St,New York,10003,"['307 E 9th St', 'New York, NY 10003']",0,Lower East Side,56024.0,97188.0,MN22
0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216,40.77916,-73.95104,1,1,0,0,1,0,0,1695 2nd Ave,New York,10128,"['1695 2nd Ave', 'New York, NY 10128']",0,Upper East Side,60453.0,128441.0,MN40
0.0,0,0,1,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,40.74091,-74.00146,0,0,0,0,1,0,0,116 8th Ave,New York,10011,"['116 8th Ave', 'New York, NY 10011']",0,Chelsea and Clinton,50984.0,77436.0,MN13
